"211440","195253","1","1","1"
"246981","222261","1","1","1"
"275262","243666","1","1","1"
"326063","281961","1","1","1"
"332269","286503","1","1","1"
"332477","286688","1","1","1"
"333039","286688","1","1","1"
"339523","291935","1","1","1"
"43562","9044","1","1","1"
"197175","184023","1","1","1"
"215570","198348","1","1","1"
"261810","233005","1","1","1"
"282075","233005","1","1","1"
"288518","227019","1","1","1"
"324532","198348","1","1","1"
"333817","287665","1","1","1"
"343106","198348","1","1","1"
"343113","198348","1","1","1"
"22350","1596","1","1","1"
"66789","43394","1","1","1"
"212433","195989","1","1","1"
"303915","265407","1","1","1"
"173445","165220","1","1","1"
"299361","258274","1","1","1"
"312898","73918","1","1","1"
"245917","189297","1","1","1"
"254717","201005","1","1","1"
"255298","205217","1","1","1"
"343281","69805","1","1","1"
"343284","264603","1","1","1"
"184186","173765","1","1","1"
"245710","206767","1","1","1"
"298314","11347","1","1","1"
"298320","229356","1","1","1"
"298980","212365","1","1","1"
"314178","262082","1","1","1"
"318442","268821","1","1","1"
"318446","268819","1","1","1"
"328313","274150","1","1","1"
"340325","254026","1","1","1"
"179251","169833","1","1","1"
"234047","212104","1","1","1"
"212224","195666","1","1","1"
"212226","195666","1","1","1"
"238989","216232","1","1","1"
"279674","247091","1","1","1"
"291380","255975","1","1","1"
"293977","255975","1","1","1"
"321613","278644","1","1","1"
"327303","282576","1","1","1"
"328623","282576","1","1","1"
"349220","299139","1","1","1"
"18348","5518","1","1","1"
"201905","187450","1","1","1"
"211961","195580","1","1","1"
"213338","196674","1","1","1"
"215326","198122","1","1","1"
"215344","198122","1","1","1"
"215905","198606","1","1","1"
"215910","198606","1","1","1"
"220838","202381","1","1","1"
"230459","209601","1","1","1"
"231616","210374","1","1","1"
"231640","210374","1","1","1"
"232593","178374","1","1","1"
"232597","193837","1","1","1"
"234537","212594","1","1","1"
"235402","213369","1","1","1"
"235409","213369","1","1","1"
"235526","212594","1","1","1"
"235956","213858","1","1","1"
"252751","213369","1","1","1"
"259254","210374","1","1","1"
"260664","232132","1","1","1"
"262795","233562","1","1","1"
"271120","240307","1","1","1"
"271122","240304","1","1","1"
"271125","240305","1","1","1"
"271474","240412","1","1","1"
"283794","250156","1","1","1"
"289110","254258","1","1","1"
"289149","224667","1","1","1"
"291221","255838","1","1","1"
"291808","209601","1","1","1"
"292400","256740","1","1","1"
"296163","259520","1","1","1"
"296166","259520","1","1","1"
"298710","261493","1","1","1"
"299574","262191","1","1","1"
"316031","274648","1","1","1"
"318419","276376","1","1","1"
"319087","276860","1","1","1"
"321900","224671","1","1","1"
"340923","292869","1","1","1"
"250396","222579","1","1","1"
"308242","267756","1","1","1"
"308244","267758","1","1","1"
"297837","226686","1","1","1"
"186779","174552","1","1","1"
"197123","183979","1","1","1"
"201975","183979","1","1","1"
"252584","226190","1","1","1"
"252609","226190","1","1","1"
"259350","231002","1","1","1"
"259353","231002","1","1","1"
"300421","259668","1","1","1"
"300425","256777","1","1","1"
"311073","270917","1","1","1"
"324512","280520","1","1","1"
"10556","24782","1","1","1"
"20178","33244","1","1","1"
"214553","197590","1","1","1"
"214584","197590","1","1","1"
"214858","197590","1","1","1"
"262654","233586","1","1","1"
"262679","233586","1","1","1"
"326904","282575","1","1","1"
"10568","886","1","1","1"
"170434","125088","1","1","1"
"206640","184229","1","1","1"
"210137","194261","1","1","1"
"136526","59727","1","1","1"
"220544","195755","1","1","1"
"286200","252072","1","1","1"
"327839","283250","1","1","1"
"208939","193309","1","1","1"
"284885","197588","1","1","1"
"298972","252363","1","1","1"
"201493","187444","1","1","1"
"269561","238697","1","1","1"
"270014","239487","1","1","1"
"280686","246737","1","1","1"
"287701","253166","1","1","1"
"328509","283783","1","1","1"
"342866","294399","1","1","1"
"202283","188069","1","1","1"
"286576","8674","1","1","1"
"331883","11111","1","1","1"
"331885","266316","1","1","1"
"331886","266318","1","1","1"
"331887","274096","1","1","1"
"331891","272585","1","1","1"
"194815","182115","1","1","1"
"199967","186273","1","1","1"
"206820","191642","1","1","1"
"262291","233394","1","1","1"
"267904","237790","1","1","1"
"189261","177803","1","1","1"
"331694","286093","1","1","1"
"154295","150148","1","1","1"
"248428","212739","1","1","1"
"351400","300739","1","1","1"
"23023","35782","1","1","1"
"183860","173497","1","1","1"
"204608","189924","1","1","1"
"256734","59543","1","1","1"
"326097","281977","1","1","1"
"16251","29826","1","1","1"
"254168","227261","1","1","1"
"289192","227021","1","1","1"
"292609","256893","1","1","1"
"302300","253660","1","1","1"
"227425","207317","1","1","1"
"224221","188618","1","1","1"
"314950","273256","1","1","1"
"323521","280037","1","1","1"
"331873","36827","1","1","1"
"147389","4038","1","1","1"
"231897","210697","1","1","1"
"288528","253750","1","1","1"
"289321","254410","1","1","1"
"289323","254410","1","1","1"
"298528","261353","1","1","1"
"340272","292487","1","1","1"
"180318","138286","1","1","1"
"221617","202963","1","1","1"
"230727","209816","1","1","1"
"292388","256739","1","1","1"
"302745","264536","1","1","1"
"302746","264536","1","1","1"
"314802","273736","1","1","1"
"337939","290795","1","1","1"
"11403","11362","1","1","1"
"187272","176270","1","1","1"
"191113","179189","1","1","1"
"191828","179781","1","1","1"
"192228","180119","1","1","1"
"196669","183602","1","1","1"
"198992","185506","1","1","1"
"198999","185506","1","1","1"
"199703","186068","1","1","1"
"202007","187869","1","1","1"
"205414","190551","1","1","1"
"205833","190870","1","1","1"
"209616","193856","1","1","1"
"225929","206174","1","1","1"
"231121","210104","1","1","1"
"234012","212297","1","1","1"
"246845","222159","1","1","1"
"246891","222159","1","1","1"
"247358","222533","1","1","1"
"247420","222533","1","1","1"
"251968","212297","1","1","1"
"284470","250722","1","1","1"
"294524","258312","1","1","1"
"294731","223708","1","1","1"
"294987","258618","1","1","1"
"305616","266751","1","1","1"
"318306","276286","1","1","1"
"321443","278429","1","1","1"
"333579","222533","1","1","1"
"339590","291989","1","1","1"
"345277","296237","1","1","1"
"10542","24754","1","1","1"
"24761","9870","1","1","1"
"172317","11074","1","1","1"
"202209","187844","1","1","1"
"256121","228666","1","1","1"
"283879","250250","1","1","1"
"318452","259673","1","1","1"
"318453","259674","1","1","1"
"333161","259679","1","1","1"
"306938","267684","1","1","1"
"27639","39885","1","1","1"
"225318","180050","1","1","1"
"245761","178401","1","1","1"
"245780","155214","1","1","1"
"247517","222617","1","1","1"
"284395","210188","1","1","1"
"284402","8458","1","1","1"
"284409","206213","1","1","1"
"284413","210929","1","1","1"
"291458","210927","1","1","1"
"297717","260688","1","1","1"
"311184","263386","1","1","1"
"325186","271768","1","1","1"
"335149","288714","1","1","1"
"348730","298791","1","1","1"
"230202","209398","1","1","1"
"245522","221198","1","1","1"
"247131","222374","1","1","1"
"247409","81495","1","1","1"
"259096","230933","1","1","1"
"265559","146113","1","1","1"
"305036","64274","1","1","1"
"331062","285592","1","1","1"
"341278","293245","1","1","1"
"350886","300352","1","1","1"
"181887","133271","1","1","1"
"188774","177418","1","1","1"
"204951","190218","1","1","1"
"300098","113333","1","1","1"
"291481","164478","1","1","1"
"311421","252357","1","1","1"
"183910","173539","1","1","1"
"210990","194849","1","1","1"
"225763","206059","1","1","1"
"254787","211275","1","1","1"
"255577","228229","1","1","1"
"262331","233355","1","1","1"
"262339","233355","1","1","1"
"270100","239578","1","1","1"
"277059","245122","1","1","1"
"301341","261998","1","1","1"
"312271","271841","1","1","1"
"317799","275899","1","1","1"
"195361","182551","1","1","1"
"208566","193005","1","1","1"
"211735","195454","1","1","1"
"216907","199415","1","1","1"
"310976","182551","1","1","1"
"335942","289342","1","1","1"
"10494","24728","1","1","1"
"156761","152158","1","1","1"
"193197","180834","1","1","1"
"198327","185022","1","1","1"
"209908","194073","1","1","1"
"212485","196028","1","1","1"
"250040","224425","1","1","1"
"342223","293947","1","1","1"
"247062","198466","1","1","1"
"242101","218625","1","1","1"
"242211","218493","1","1","1"
"243378","219548","1","1","1"
"319668","277299","1","1","1"
"332416","286620","1","1","1"
"179553","169032","1","1","1"
"198165","184873","1","1","1"
"232221","203715","1","1","1"
"308185","266561","1","1","1"
"322937","266561","1","1","1"
"149478","131902","1","1","1"
"241843","218471","1","1","1"
"305591","9362","1","1","1"
"305592","221965","1","1","1"
"324135","280533","1","1","1"
"340001","237737","1","1","1"
"10591","10153","1","1","1"
"134016","134026","1","1","1"
"225357","205776","1","1","1"
"225358","205776","1","1","1"
"303040","264769","1","1","1"
"314048","264769","1","1","1"
"293005","257180","1","1","1"
"295057","226908","1","1","1"
"199457","130782","1","1","1"
"203177","188794","1","1","1"
"221280","202657","1","1","1"
"226204","206398","1","1","1"
"231913","210694","1","1","1"
"236004","213773","1","1","1"
"287179","213773","1","1","1"
"299013","261774","1","1","1"
"301659","263713","1","1","1"
"308374","268832","1","1","1"
"245550","155504","1","1","1"
"321525","278561","1","1","1"
"321581","278561","1","1","1"
"51014","8720","1","1","1"
"74014","81636","1","1","1"
"245365","221089","1","1","1"
"255589","228278","1","1","1"
"286737","252472","1","1","1"
"339994","272232","1","1","1"
"250060","224446","1","1","1"
"263700","234480","1","1","1"
"268781","238449","1","1","1"
"19892","32975","1","1","1"
"212117","181855","1","1","1"
"262618","233676","1","1","1"
"279994","203195","1","1","1"
"312557","272057","1","1","1"
"312560","272057","1","1","1"
"224621","192479","1","1","1"
"254567","227520","1","1","1"
"220415","190710","1","1","1"
"224761","205366","1","1","1"
"232808","211389","1","1","1"
"243415","219578","1","1","1"
"284846","250999","1","1","1"
"303199","264889","1","1","1"
"262168","233302","1","1","1"
"276694","244853","1","1","1"
"317761","275874","1","1","1"
"215546","198305","1","1","1"
"301782","263832","1","1","1"
"195791","182908","1","1","1"
"196835","183743","1","1","1"
"241432","218157","1","1","1"
"301283","262014","1","1","1"
"240103","217120","1","1","1"
"337429","290448","1","1","1"
"190683","178845","1","1","1"
"194831","182118","1","1","1"
"197736","184505","1","1","1"
"199525","185582","1","1","1"
"205028","190277","1","1","1"
"212171","195771","1","1","1"
"216881","199280","1","1","1"
"225691","205999","1","1","1"
"232431","211061","1","1","1"
"239624","216423","1","1","1"
"244668","220522","1","1","1"
"245963","221514","1","1","1"
"248987","223628","1","1","1"
"254326","227372","1","1","1"
"260220","185582","1","1","1"
"260400","185582","1","1","1"
"260404","185582","1","1","1"
"278076","245821","1","1","1"
"285727","251712","1","1","1"
"286716","251712","1","1","1"
"312382","271923","1","1","1"
"318721","276604","1","1","1"
"323527","280046","1","1","1"
"227929","207681","1","1","1"
"59767","68218","1","1","1"
"304502","265866","1","1","1"
"312143","260942","1","1","1"
"325054","281228","1","1","1"
"346238","296868","1","1","1"
"207202","191930","1","1","1"
"279089","246613","1","1","1"
"282869","249498","1","1","1"
"283242","249498","1","1","1"
"203307","188887","1","1","1"
"233536","211930","1","1","1"
"234701","212370","1","1","1"
"260264","231836","1","1","1"
"342901","294424","1","1","1"
"326004","281921","1","1","1"
"329127","281921","1","1","1"
"230740","209810","1","1","1"
"256413","228882","1","1","1"
"285455","251510","1","1","1"
"195420","182605","1","1","1"
"326836","282066","1","1","1"
"191966","179898","1","1","1"
"287229","227072","1","1","1"
"320918","278192","1","1","1"
"231556","210452","1","1","1"
"310429","270322","1","1","1"
"300657","262953","1","1","1"
"325984","281886","1","1","1"
"266293","236495","1","1","1"
"287004","252661","1","1","1"
"350708","300178","1","1","1"
"292479","256785","1","1","1"
"318417","276382","1","1","1"
"253702","226916","1","1","1"
"254133","226916","1","1","1"
"287259","252838","1","1","1"
"312408","271945","1","1","1"
"312427","271945","1","1","1"
"313992","273109","1","1","1"
"314326","273367","1","1","1"
"314327","273367","1","1","1"
"314615","273584","1","1","1"
"315433","274162","1","1","1"
"315790","274162","1","1","1"
"317795","275902","1","1","1"
"317812","275902","1","1","1"
"319083","276881","1","1","1"
"319314","276881","1","1","1"
"319804","277376","1","1","1"
"320255","277726","1","1","1"
"320369","277802","1","1","1"
"320377","277802","1","1","1"
"320790","278091","1","1","1"
"320827","278113","1","1","1"
"320873","278148","1","1","1"
"321672","278689","1","1","1"
"322084","28673","1","1","1"
"322108","279004","1","1","1"
"322167","279062","1","1","1"
"322364","279218","1","1","1"
"322723","279467","1","1","1"
"323439","280006","1","1","1"
"323481","280053","1","1","1"
"323489","280053","1","1","1"
"323987","280410","1","1","1"
"323989","280410","1","1","1"
"324102","280499","1","1","1"
"324107","280502","1","1","1"
"324338","280691","1","1","1"
"325078","281249","1","1","1"
"326989","277520","1","1","1"
"328169","283412","1","1","1"
"328390","283585","1","1","1"
"328429","283707","1","1","1"
"329422","284426","1","1","1"
"329627","284582","1","1","1"
"329670","284615","1","1","1"
"329683","284615","1","1","1"
"331501","285943","1","1","1"
"333955","287776","1","1","1"
"333986","287803","1","1","1"
"334069","287866","1","1","1"
"334940","288553","1","1","1"
"335015","288609","1","1","1"
"335021","288553","1","1","1"
"335406","288917","1","1","1"
"336311","289564","1","1","1"
"336763","289564","1","1","1"
"336765","289930","1","1","1"
"336769","289930","1","1","1"
"336792","289564","1","1","1"
"337277","290296","1","1","1"
"337291","290296","1","1","1"
"337464","290477","1","1","1"
"337470","290296","1","1","1"
"337702","290616","1","1","1"
"337716","290616","1","1","1"
"337717","290616","1","1","1"
"338876","291460","1","1","1"
"338888","291469","1","1","1"
"339867","292184","1","1","1"
"340405","292589","1","1","1"
"340516","292648","1","1","1"
"340614","292747","1","1","1"
"341044","293002","1","1","1"
"342147","293777","1","1","1"
"342584","294145","1","1","1"
"342595","294193","1","1","1"
"342615","294201","1","1","1"
"342771","294316","1","1","1"
"342833","294366","1","1","1"
"343357","293740","1","1","1"
"343364","293740","1","1","1"
"343391","294762","1","1","1"
"343434","294785","1","1","1"
"343444","294801","1","1","1"
"343456","294816","1","1","1"
"343614","294816","1","1","1"
"344059","295257","1","1","1"
"344502","295479","1","1","1"
"344569","295629","1","1","1"
"344995","295629","1","1","1"
"345363","296310","1","1","1"
"346139","296899","1","1","1"
"346173","296899","1","1","1"
"346820","297412","1","1","1"
"348852","298876","1","1","1"
"348951","298950","1","1","1"
"348956","298950","1","1","1"
"349353","299245","1","1","1"
"349438","239327","1","1","1"
"350907","300374","1","1","1"
"351043","300397","1","1","1"
"351310","300663","1","1","1"
"351665","300946","1","1","1"
"334741","288391","1","1","1"
"145872","130448","7","7","1"
"211740","195460","7","7","1"
"305051","266305","7","7","1"
"312777","269160","7","7","1"
"329427","284454","7","7","1"
"240921","217702","7","7","1"
"283024","249605","7","7","1"
"51570","60707","7","7","1"
